Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
31.1,42.2,67.2,Clayey,Paddy,101,190,240,17-17-17
27.8,47.7,84.6,Loamy,Millets,270,197,95,17-17-17
42.2,72.1,68.3,Sandy,Maize,250,72,168,28-28
22.1,45.2,88.3,Black,Maize,62,75,48,28-28
33.5,52.6,53.9,Sandy,Cotton,270,31,99,28-28
23.6,88.0,11.3,Black,Tobacco,77,269,288,17-17-17
39.5,27.3,54.7,Clayey,Cotton,167,282,192,28-28
26.9,28.9,86.9,Black,Cotton,203,42,79,28-28
40.3,31.8,34.8,Loamy,Millets,21,205,6,DAP
31.9,62.9,76.6,Black,Cotton,209,112,123,28-28
10.7,49.3,25.3,Red,Maize,96,56,4,DAP
40.7,65.4,29.8,Sandy,Banana,49,213,18,DAP
21.6,24.2,39.9,Red,Maize,140,181,83,28-28
35.7,28.7,72.5,Clayey,Millets,28,201,279,Urea
42.0,20.9,46.0,Loamy,Maize,5,168,57,Urea
35.8,72.8,43.8,Black,Maize,203,265,70,28-28
28.1,75.5,60.5,Loamy,Barley,21,294,153,Urea
16.0,89.4,15.5,Sandy,Barley,147,83,107,17-17-17
13.2,61.5,61.3,Black,Barley,206,265,282,17-17-17
25.8,70.4,56.7,Black,Tobacco,58,64,257,17-17-17
14.1,53.7,59.0,Black,Barley,47,277,247,Urea
31.9,48.0,14.0,Sandy,Maize,300,6,67,10-26-26
18.9,53.8,86.6,Red,Oil seeds,236,105,45,17-17-17
35.9,36.1,63.2,Loamy,Sugarcane,282,177,53,17-17-17
13.2,76.1,83.2,Red,Tomato,270,92,131,17-17-17
27.9,52.9,89.7,Red,Maize,42,169,40,Urea
34.5,35.3,62.3,Clayey,Wheat,110,62,46,17-17-17
22.5,21.2,16.2,Loamy,Millets,202,160,60,17-17-17
33.6,26.1,86.1,Loamy,Sugarcane,37,274,126,Urea
27.3,41.2,72.9,Black,Pulses,90,263,237,17-17-17
12.4,47.8,83.7,Black,Oil seeds,294,181,283,17-17-17
40.1,22.6,73.0,Loamy,Mango,57,187,122,17-17-17
39.2,57.5,52.8,Black,Paddy,91,62,17,DAP
20.2,53.3,11.8,Red,Barley,255,60,134,17-17-17
26.4,22.1,26.8,Sandy,Wheat,2,120,241,Urea
19.1,32.0,22.8,Clayey,Maize,201,241,20,DAP
40.9,81.1,64.8,Black,Tobacco,68,195,128,17-17-17
42.4,53.2,54.3,Sandy,Paddy,60,152,51,17-17-17
39.0,36.2,74.7,Clayey,Tobacco,109,294,176,17-17-17
18.1,43.9,82.3,Black,Mango,34,149,38,Urea
28.3,79.6,80.8,Red,Wheat,213,238,284,17-17-17
33.6,33.4,65.5,Clayey,Maize,246,84,103,28-28
35.2,74.9,51.2,Sandy,Banana,208,234,125,17-17-17
35.6,86.1,19.7,Red,Cotton,161,233,200,28-28
31.3,38.4,14.6,Black,Barley,151,136,71,17-17-17
24.6,52.2,53.3,Loamy,Millets,174,245,140,17-17-17
30.1,21.7,85.6,Sandy,Paddy,294,281,127,17-17-17
27.9,28.6,71.2,Black,Wheat,102,240,192,17-17-17
31.4,84.3,63.9,Black,Tomato,28,281,116,Urea
18.9,20.7,67.9,Sandy,Mango,85,232,117,17-17-17
28.6,58.3,75.6,Sandy,Mango,270,180,138,17-17-17
24.3,68.6,11.2,Loamy,Potato,135,5,21,10-26-26
23.6,60.6,87.4,Red,Tobacco,48,81,172,Urea
23.1,80.3,44.7,Clayey,Ground Nuts,233,2,220,10-26-26
22.3,47.9,15.5,Red,Ground Nuts,59,106,121,17-17-17
42.5,48.4,76.5,Sandy,Oil seeds,158,206,123,17-17-17
11.7,63.6,44.1,Loamy,Paddy,294,210,208,17-17-17
31.7,75.7,23.6,Sandy,Tomato,219,276,214,17-17-17
32.9,86.7,56.3,Loamy,Coffee,169,266,268,17-17-17
19.5,35.2,35.1,Clayey,Ground Nuts,93,203,221,17-17-17
35.4,75.9,54.6,Loamy,Sugarcane,177,145,278,17-17-17
43.5,52.3,53.9,Sandy,Tomato,194,221,165,17-17-17
17.9,59.7,76.1,Clayey,Pulses,109,277,268,17-17-17
12.2,78.3,75.7,Red,Pulses,203,27,160,17-17-17
17.6,54.8,31.1,Clayey,Paddy,95,78,162,17-17-17
29.5,22.9,63.3,Sandy,Millets,186,254,231,17-17-17
41.5,94.7,76.0,Loamy,Millets,181,37,255,17-17-17
13.3,94.9,36.1,Black,Potato,60,142,162,17-17-17
20.6,43.9,86.9,Black,Ground Nuts,290,165,85,17-17-17
10.6,88.7,66.5,Red,Potato,182,255,206,17-17-17
31.7,62.3,60.0,Clayey,Mango,137,67,24,DAP
44.7,76.8,45.4,Loamy,Mango,152,47,275,17-17-17
30.9,89.6,84.3,Red,Paddy,190,148,50,17-17-17
44.3,68.7,74.4,Red,Barley,13,287,202,Urea
25.9,70.6,64.2,Loamy,Millets,74,132,276,17-17-17
11.9,68.3,87.9,Loamy,Barley,63,192,259,17-17-17
16.3,72.9,46.4,Sandy,Mango,141,58,111,17-17-17
34.5,82.9,74.2,Black,Coffee,183,93,89,17-17-17
40.9,63.8,76.7,Loamy,Tobacco,25,298,74,Urea
11.8,22.4,43.9,Sandy,Potato,115,234,143,17-17-17
17.4,84.7,80.9,Black,Paddy,214,255,87,17-17-17
38.1,94.8,12.4,Loamy,Maize,238,118,222,28-28
31.7,90.6,72.1,Red,Coffee,230,267,118,17-17-17
38.6,83.9,85.0,Black,Banana,10,70,97,Urea
17.4,37.2,47.5,Loamy,Potato,51,83,270,17-17-17
44.1,76.9,87.4,Red,Millets,109,92,191,17-17-17
18.1,29.7,30.5,Sandy,Tobacco,124,35,12,DAP
17.4,80.7,21.8,Loamy,Tomato,10,189,95,Urea
14.8,63.6,50.4,Black,Coffee,111,64,144,17-17-17
26.1,43.0,75.8,Loamy,Paddy,183,264,225,17-17-17
16.7,46.0,53.8,Red,Millets,105,166,270,17-17-17
29.7,77.4,85.2,Loamy,Ground Nuts,81,200,207,17-17-17
27.2,56.2,77.1,Sandy,Cotton,47,294,17,DAP
25.9,77.2,20.1,Clayey,Mango,228,187,76,17-17-17
27.1,68.4,28.4,Sandy,Mango,159,190,186,17-17-17
30.0,33.9,32.3,Red,Cotton,236,225,245,28-28
41.6,65.3,56.1,Sandy,Barley,205,98,31,17-17-17
42.9,87.0,37.0,Black,Tomato,254,126,189,17-17-17
17.7,36.4,79.9,Red,Mango,44,113,126,Urea
11.9,48.2,28.6,Red,Maize,272,218,57,28-28
11.4,41.9,26.6,Loamy,Tomato,186,228,268,17-17-17
26.3,77.0,22.4,Loamy,Barley,209,12,285,10-26-26
36.9,49.8,76.2,Clayey,Ground Nuts,93,111,148,17-17-17
21.9,58.3,59.2,Sandy,Tobacco,201,179,52,17-17-17
19.7,84.0,84.3,Sandy,Coffee,226,207,97,17-17-17
18.3,23.7,68.0,Sandy,Oil seeds,71,189,154,17-17-17
34.3,65.8,26.0,Black,Ground Nuts,102,272,170,17-17-17
17.4,61.7,78.5,Loamy,Barley,191,232,199,17-17-17
19.9,51.4,33.4,Clayey,Cotton,62,155,103,28-28
30.9,69.0,25.4,Red,Sugarcane,37,292,118,Urea
41.0,75.4,32.2,Black,Tobacco,57,57,268,17-17-17
35.1,73.0,59.8,Black,Pulses,251,183,237,17-17-17
25.5,39.6,37.5,Sandy,Tomato,207,183,136,17-17-17
30.8,31.3,87.4,Sandy,Tomato,289,249,66,17-17-17
10.2,24.5,82.4,Red,Potato,9,151,210,Urea
38.6,76.8,14.4,Black,Coffee,104,43,180,17-17-17
24.4,50.2,80.8,Red,Coffee,131,175,86,17-17-17
34.2,40.4,25.2,Black,Pulses,148,213,115,17-17-17
16.1,56.4,19.4,Clayey,Tomato,249,276,24,DAP
30.4,49.3,38.4,Black,Potato,90,148,17,DAP
38.7,62.5,62.6,Black,Millets,241,179,137,17-17-17
10.4,82.0,74.1,Clayey,Pulses,236,36,180,17-17-17
14.2,93.5,27.2,Sandy,Ground Nuts,239,187,1,DAP
31.6,84.8,27.8,Loamy,Mango,219,102,93,17-17-17
43.9,52.3,37.8,Red,Oil seeds,75,39,277,17-17-17
44.6,63.1,21.0,Loamy,Barley,208,165,21,DAP
41.4,79.5,22.7,Sandy,Maize,89,144,140,28-28
39.2,46.9,83.0,Black,Banana,13,71,238,Urea
38.3,81.8,40.8,Sandy,Tomato,244,59,162,17-17-17
14.2,90.0,64.7,Sandy,Sugarcane,25,19,4,14-35-14
18.7,69.1,59.5,Red,Maize,248,12,13,14-35-14
17.8,37.9,51.0,Black,Tomato,99,121,162,17-17-17
39.2,81.1,58.9,Sandy,Wheat,49,287,64,Urea
36.3,59.9,53.0,Clayey,Potato,238,186,295,17-17-17
11.0,88.0,22.5,Loamy,Coffee,236,286,193,17-17-17
13.4,43.8,87.5,Sandy,Wheat,44,70,263,Urea
42.7,88.7,60.8,Sandy,Potato,285,145,229,17-17-17
11.5,78.6,41.9,Loamy,Ground Nuts,172,121,150,17-17-17
18.3,28.1,71.5,Loamy,Sugarcane,270,228,95,17-17-17
41.6,36.1,80.7,Black,Pulses,138,95,298,17-17-17
43.8,49.6,68.3,Clayey,Potato,213,21,290,10-26-26
14.6,48.7,59.5,Clayey,Ground Nuts,2,86,75,Urea
26.1,52.3,34.4,Sandy,Wheat,201,124,82,17-17-17
17.8,43.0,53.7,Sandy,Coffee,236,24,247,10-26-26
37.9,74.3,65.2,Sandy,Oil seeds,115,225,47,17-17-17
12.7,37.6,76.4,Clayey,Wheat,208,257,63,17-17-17
42.4,51.5,14.0,Black,Potato,240,17,242,10-26-26
40.0,74.8,85.7,Sandy,Coffee,238,75,297,17-17-17
22.7,62.5,10.5,Loamy,Ground Nuts,282,71,78,17-17-17
41.6,48.1,54.0,Red,Coffee,140,42,253,17-17-17
38.2,36.8,28.1,Clayey,Millets,89,291,207,17-17-17
25.8,45.3,79.7,Loamy,Wheat,179,292,123,17-17-17
35.5,56.3,65.5,Red,Cotton,105,63,20,DAP
20.4,88.3,53.8,Sandy,Barley,163,271,223,17-17-17
16.0,82.1,56.8,Black,Wheat,33,220,140,Urea
22.1,45.3,35.0,Sandy,Wheat,37,115,69,Urea
33.5,82.0,63.8,Red,Sugarcane,4,74,125,Urea
22.6,70.3,31.7,Loamy,Mango,297,105,136,17-17-17
27.7,28.8,23.5,Black,Oil seeds,188,180,94,17-17-17
36.9,52.6,45.7,Loamy,Coffee,272,15,143,10-26-26
17.1,90.1,65.1,Sandy,Ground Nuts,3,208,94,Urea
41.1,94.4,33.5,Red,Paddy,105,105,198,17-17-17
40.3,27.7,20.1,Loamy,Ground Nuts,194,194,11,DAP
33.7,64.6,58.3,Loamy,Coffee,181,83,29,17-17-17
19.7,77.6,28.1,Red,Pulses,295,41,224,17-17-17
18.8,68.8,27.0,Sandy,Tobacco,241,40,282,17-17-17
44.9,33.8,57.5,Red,Millets,72,200,75,17-17-17
31.8,80.5,77.4,Red,Sugarcane,123,158,163,17-17-17
38.2,49.8,74.5,Clayey,Coffee,124,109,279,17-17-17
13.1,65.1,37.3,Loamy,Coffee,149,172,35,17-17-17
20.3,59.4,65.8,Red,Millets,216,163,95,17-17-17
31.5,63.6,30.3,Clayey,Ground Nuts,186,103,148,17-17-17
14.5,53.2,13.4,Red,Potato,86,198,141,17-17-17
14.4,81.0,83.9,Red,Sugarcane,260,282,108,17-17-17
24.1,74.7,72.4,Black,Maize,244,272,286,28-28
29.4,31.1,17.4,Clayey,Ground Nuts,211,132,290,17-17-17
28.0,26.4,53.9,Loamy,Mango,218,71,88,17-17-17
13.3,43.6,17.7,Black,Wheat,53,217,53,17-17-17
12.3,86.8,47.1,Loamy,Paddy,110,193,128,17-17-17
33.5,71.2,35.2,Black,Maize,130,162,187,28-28
33.3,29.0,55.8,Red,Oil seeds,166,242,259,17-17-17
27.5,74.8,59.5,Clayey,Mango,187,51,85,17-17-17
27.2,79.7,28.6,Red,Millets,297,114,239,17-17-17
26.7,63.9,53.3,Red,Millets,210,38,239,17-17-17
44.1,55.6,15.3,Black,Pulses,41,293,10,DAP
28.3,40.4,41.9,Red,Barley,219,231,64,17-17-17
29.1,30.2,81.5,Black,Wheat,153,50,139,17-17-17
41.9,21.6,35.3,Sandy,Mango,88,53,117,17-17-17
21.6,70.7,41.7,Sandy,Wheat,121,214,10,DAP
37.7,43.8,56.4,Sandy,Pulses,53,163,28,17-17-17
15.8,24.6,49.9,Black,Potato,237,172,92,17-17-17
14.0,86.2,43.2,Loamy,Ground Nuts,46,63,180,Urea
26.0,49.8,46.4,Sandy,Pulses,6,209,277,Urea
16.9,33.5,31.0,Clayey,Sugarcane,229,0,160,20-20
15.7,70.7,13.0,Red,Ground Nuts,217,0,259,10-26-26
11.5,47.3,17.9,Clayey,Millets,291,122,243,17-17-17
33.7,64.5,21.9,Red,Coffee,15,250,46,Urea
25.1,64.7,16.4,Loamy,Potato,38,29,131,Urea
12.8,55.8,60.4,Red,Sugarcane,89,254,180,17-17-17
42.9,29.3,80.0,Loamy,Mango,69,199,43,17-17-17
38.1,55.2,43.8,Clayey,Banana,248,228,32,17-17-17
37.5,66.3,37.3,Clayey,Coffee,246,160,28,17-17-17
29.8,46.4,58.8,Clayey,Coffee,273,134,258,17-17-17
41.6,48.7,27.3,Sandy,Coffee,94,67,10,DAP
17.0,39.8,50.3,Loamy,Coffee,133,184,24,DAP
10.5,38.6,79.3,Red,Potato,219,118,178,17-17-17
26.7,21.6,75.6,Clayey,Wheat,196,52,41,17-17-17
28.3,37.0,63.3,Clayey,Ground Nuts,265,34,28,17-17-17
11.8,49.8,50.9,Black,Cotton,7,174,121,Urea
27.7,24.7,15.7,Clayey,Cotton,8,101,14,28-28
38.8,87.7,52.0,Red,Maize,265,109,207,28-28
25.9,53.9,85.0,Sandy,Maize,187,278,153,28-28
44.6,71.3,85.9,Loamy,Banana,140,283,42,17-17-17
12.7,20.3,63.6,Black,Millets,154,110,159,17-17-17
24.5,69.0,56.4,Red,Banana,248,279,5,DAP
21.0,49.5,29.0,Sandy,Tobacco,117,300,65,17-17-17
26.6,89.2,15.8,Loamy,Tomato,248,146,202,17-17-17
44.7,38.1,79.9,Clayey,Coffee,215,192,232,17-17-17
24.3,93.4,24.5,Black,Sugarcane,75,186,219,17-17-17
23.0,59.1,15.4,Sandy,Paddy,98,126,97,17-17-17
24.6,61.1,42.2,Red,Barley,149,27,15,DAP
33.6,49.7,20.6,Red,Wheat,213,281,84,17-17-17
41.7,94.4,26.7,Black,Potato,157,145,76,17-17-17
30.1,32.1,47.7,Black,Mango,87,169,167,17-17-17
26.6,23.2,65.9,Black,Oil seeds,244,286,108,17-17-17
16.9,58.5,20.4,Sandy,Wheat,147,245,100,17-17-17
24.7,64.9,51.1,Sandy,Pulses,296,248,133,17-17-17
18.5,26.8,35.5,Loamy,Millets,258,151,224,17-17-17
11.1,73.6,38.9,Clayey,Cotton,189,152,0,DAP
10.8,84.6,56.2,Sandy,Potato,225,210,220,17-17-17
31.4,42.2,30.5,Loamy,Cotton,235,44,33,28-28
30.6,52.0,59.2,Black,Wheat,286,29,9,DAP
35.0,63.4,11.2,Clayey,Oil seeds,14,190,3,28-28
40.2,43.2,33.5,Sandy,Potato,142,68,98,17-17-17
26.0,62.3,63.0,Loamy,Mango,12,108,259,Urea
35.2,41.5,80.4,Sandy,Banana,116,98,266,17-17-17
41.6,21.8,26.8,Clayey,Coffee,36,72,73,Urea
36.6,43.4,42.9,Clayey,Wheat,156,178,205,17-17-17
41.0,31.4,22.2,Red,Coffee,182,129,208,17-17-17
43.8,52.1,60.6,Black,Pulses,98,74,81,17-17-17
32.6,75.9,28.6,Black,Coffee,143,14,215,10-26-26
36.3,87.3,77.7,Sandy,Cotton,99,29,6,DAP
21.9,24.7,48.9,Black,Millets,209,79,219,17-17-17
38.3,85.7,34.2,Clayey,Wheat,154,33,9,DAP
19.6,88.4,17.8,Clayey,Banana,173,25,151,17-17-17
18.5,43.0,15.1,Black,Barley,188,89,77,17-17-17
12.9,71.2,28.8,Black,Millets,178,111,275,17-17-17
21.0,84.4,20.5,Sandy,Mango,190,195,199,17-17-17
31.9,67.9,34.6,Black,Maize,218,171,229,28-28
16.8,81.5,64.1,Sandy,Sugarcane,62,186,164,17-17-17
31.2,54.6,76.3,Black,Tobacco,174,115,98,17-17-17
26.4,72.9,83.8,Sandy,Coffee,23,150,115,Urea
31.4,43.0,36.1,Black,Tomato,49,246,291,Urea
19.5,38.7,85.4,Sandy,Sugarcane,188,221,255,17-17-17
41.9,36.6,14.5,Red,Banana,97,191,81,17-17-17
27.8,30.4,88.6,Loamy,Maize,88,93,55,28-28
24.5,51.7,72.8,Black,Paddy,271,127,121,17-17-17
24.7,54.4,30.5,Loamy,Tobacco,84,68,80,17-17-17
42.2,45.9,14.4,Sandy,Paddy,184,99,264,17-17-17
28.0,41.1,75.8,Clayey,Barley,250,17,96,10-26-26
35.3,37.4,66.4,Red,Tobacco,124,282,81,17-17-17
23.1,66.6,67.5,Sandy,Wheat,227,69,187,17-17-17
13.8,37.4,70.0,Sandy,Mango,17,112,181,Urea
25.5,70.7,50.7,Loamy,Wheat,181,249,285,17-17-17
28.7,22.8,74.6,Loamy,Pulses,262,69,295,17-17-17
18.7,60.4,89.4,Red,Sugarcane,284,250,8,DAP
21.4,91.6,19.8,Red,Millets,64,240,181,17-17-17
14.8,60.3,24.8,Sandy,Wheat,98,285,61,17-17-17
25.4,93.3,74.6,Black,Oil seeds,41,30,97,Urea
21.9,73.2,89.5,Sandy,Tomato,109,55,277,17-17-17
19.9,44.5,11.7,Loamy,Mango,197,218,178,17-17-17
35.8,30.4,45.2,Loamy,Potato,64,73,99,17-17-17
27.6,21.1,74.2,Red,Paddy,107,205,161,17-17-17
29.1,32.0,65.3,Loamy,Sugarcane,124,139,80,17-17-17
37.9,75.5,61.6,Clayey,Pulses,197,44,210,17-17-17
16.5,91.3,26.8,Red,Ground Nuts,281,35,96,17-17-17
16.3,49.4,85.8,Clayey,Sugarcane,54,86,96,17-17-17
31.7,55.8,48.3,Black,Tomato,66,96,33,17-17-17
42.8,88.8,81.0,Loamy,Ground Nuts,104,60,0,DAP
21.0,67.7,38.5,Loamy,Sugarcane,157,125,227,17-17-17
18.5,51.9,87.4,Loamy,Cotton,203,207,55,28-28
34.4,47.2,75.9,Sandy,Potato,186,126,129,17-17-17
13.8,86.3,37.4,Red,Barley,202,24,73,10-26-26
31.3,38.1,40.9,Clayey,Millets,119,144,96,17-17-17
18.1,83.7,41.8,Red,Banana,136,116,272,17-17-17
30.0,63.6,67.2,Clayey,Paddy,182,73,151,17-17-17
28.7,34.7,23.3,Clayey,Mango,81,72,16,DAP
41.2,28.6,10.3,Black,Tobacco,46,107,106,Urea
11.7,39.3,47.2,Clayey,Wheat,18,216,25,Urea
34.2,39.6,59.9,Clayey,Cotton,297,272,274,28-28
20.5,52.3,35.0,Black,Ground Nuts,48,153,54,Urea
22.7,79.5,85.3,Red,Potato,188,48,128,17-17-17
10.7,24.7,41.0,Clayey,Wheat,133,70,147,17-17-17
36.2,60.9,26.3,Sandy,Pulses,120,211,300,17-17-17
17.6,92.5,67.2,Black,Sugarcane,107,48,285,17-17-17
41.4,59.4,66.6,Loamy,Coffee,281,65,148,17-17-17
10.8,46.8,36.7,Sandy,Banana,129,275,83,17-17-17
35.5,65.0,68.5,Loamy,Potato,99,271,77,17-17-17
20.8,90.3,51.3,Clayey,Potato,277,11,17,14-35-14
39.5,66.1,36.1,Black,Barley,83,52,154,17-17-17
13.1,78.3,77.8,Black,Tomato,191,22,68,10-26-26
37.6,28.9,21.2,Sandy,Pulses,148,105,266,17-17-17
33.3,52.7,86.2,Loamy,Coffee,293,237,118,17-17-17
28.6,81.6,18.1,Black,Banana,222,267,256,17-17-17
12.0,33.1,66.6,Clayey,Barley,120,196,131,17-17-17
14.3,29.1,67.7,Clayey,Cotton,266,1,139,10-26-26
28.5,45.1,51.5,Loamy,Paddy,211,7,111,20-20
37.1,48.9,50.5,Loamy,Paddy,148,166,235,17-17-17
41.3,49.1,33.0,Loamy,Barley,293,188,245,17-17-17
26.6,45.2,83.6,Loamy,Barley,144,241,50,17-17-17
12.2,44.3,63.8,Clayey,Millets,69,38,56,17-17-17
26.9,52.2,16.0,Sandy,Tobacco,297,73,282,17-17-17
27.7,77.7,15.0,Loamy,Oil seeds,278,56,225,17-17-17
11.8,82.6,19.4,Sandy,Paddy,257,174,17,DAP
24.8,23.0,45.9,Loamy,Mango,245,253,109,17-17-17
21.0,28.0,39.3,Loamy,Wheat,176,193,138,17-17-17
44.0,84.9,58.1,Sandy,Tobacco,41,228,209,Urea
20.2,35.1,31.2,Sandy,Coffee,279,17,33,10-26-26
41.9,65.8,53.7,Clayey,Cotton,284,89,258,28-28
28.0,27.7,70.1,Loamy,Ground Nuts,107,81,155,17-17-17
23.2,65.2,16.4,Clayey,Wheat,281,203,87,17-17-17
14.4,63.6,71.3,Clayey,Mango,4,180,168,Urea
21.1,83.4,48.1,Red,Potato,254,239,142,17-17-17
15.4,48.0,26.7,Red,Pulses,150,236,220,17-17-17
15.2,93.8,26.7,Black,Potato,188,67,254,17-17-17
39.4,80.6,35.4,Red,Coffee,89,219,255,17-17-17
27.7,50.2,60.8,Red,Millets,98,225,196,17-17-17
36.3,90.6,64.1,Black,Pulses,180,70,32,17-17-17
34.5,77.4,84.4,Loamy,Ground Nuts,142,260,165,17-17-17
24.0,38.2,26.3,Red,Tomato,291,214,280,17-17-17
23.2,80.1,44.8,Clayey,Paddy,145,120,62,17-17-17
21.4,76.7,41.5,Sandy,Tomato,206,169,27,17-17-17
42.4,37.3,33.1,Sandy,Wheat,217,250,272,17-17-17
12.0,63.7,80.7,Loamy,Maize,293,131,149,28-28
34.5,50.8,50.4,Loamy,Maize,231,238,246,28-28
22.9,93.4,43.7,Loamy,Wheat,215,79,176,17-17-17
28.8,73.8,45.5,Red,Banana,194,113,213,17-17-17
40.2,56.0,15.5,Clayey,Millets,195,185,43,17-17-17
38.9,61.8,14.4,Red,Potato,164,36,144,17-17-17
40.0,42.9,25.4,Red,Tobacco,18,6,299,17-17-17
10.3,25.6,40.1,Loamy,Paddy,54,41,265,17-17-17
21.5,23.9,46.0,Loamy,Barley,127,192,178,17-17-17
35.2,41.1,24.7,Clayey,Maize,264,68,144,28-28
10.7,34.2,43.2,Black,Tomato,146,140,160,17-17-17
36.7,87.0,44.6,Sandy,Tobacco,107,94,265,17-17-17
41.1,87.0,36.9,Clayey,Coffee,126,237,79,17-17-17
27.8,54.0,32.3,Red,Paddy,119,17,276,20-20
21.4,91.4,75.9,Sandy,Maize,236,226,276,28-28
12.9,31.6,45.2,Clayey,Wheat,171,183,108,17-17-17
43.8,90.9,36.8,Clayey,Maize,86,274,200,28-28
43.2,26.8,22.9,Loamy,Ground Nuts,275,282,16,DAP
19.0,53.7,65.4,Sandy,Paddy,245,80,250,17-17-17
40.9,27.3,14.5,Sandy,Paddy,157,195,203,17-17-17
31.1,37.0,53.5,Clayey,Sugarcane,56,267,210,17-17-17
14.7,83.9,75.4,Sandy,Maize,287,264,251,28-28
37.4,56.3,73.5,Black,Cotton,75,212,147,28-28
17.9,57.8,30.9,Black,Potato,102,26,145,17-17-17
34.7,69.1,79.8,Loamy,Coffee,71,161,253,17-17-17
23.0,26.9,46.6,Sandy,Ground Nuts,200,254,199,17-17-17
31.0,61.3,51.1,Red,Wheat,203,234,193,17-17-17
16.1,40.0,19.6,Clayey,Barley,67,216,87,17-17-17
22.4,43.7,49.3,Clayey,Coffee,177,145,297,17-17-17
37.3,59.2,61.3,Sandy,Tobacco,296,118,251,17-17-17
10.3,56.9,88.9,Black,Banana,43,77,270,Urea
38.5,51.3,34.8,Black,Barley,73,66,50,17-17-17
12.4,56.3,27.6,Clayey,Millets,3,230,137,Urea
35.0,40.3,70.8,Loamy,Oil seeds,218,210,204,17-17-17
14.9,85.0,79.7,Black,Cotton,167,290,175,28-28
19.3,57.9,72.2,Red,Banana,140,261,154,17-17-17
34.1,43.5,14.9,Sandy,Sugarcane,248,179,76,17-17-17
17.9,33.2,79.3,Black,Wheat,226,68,215,17-17-17
34.3,94.1,28.0,Clayey,Mango,267,119,12,DAP
26.0,49.8,44.5,Clayey,Cotton,258,217,4,DAP
30.3,86.7,55.5,Loamy,Tobacco,161,199,66,17-17-17
10.9,53.7,33.7,Sandy,Tomato,19,198,225,Urea
20.4,54.1,23.1,Black,Banana,69,129,165,17-17-17
41.5,67.1,45.1,Sandy,Mango,71,48,164,17-17-17
32.6,54.4,52.3,Loamy,Barley,292,137,242,17-17-17
19.3,52.4,89.9,Sandy,Potato,162,155,97,17-17-17
28.3,70.0,31.4,Clayey,Wheat,91,230,180,17-17-17
39.0,67.0,16.0,Loamy,Mango,127,46,6,DAP
19.1,48.9,85.4,Loamy,Paddy,223,47,153,17-17-17
13.9,75.2,32.0,Clayey,Pulses,178,259,38,17-17-17
26.2,79.2,58.2,Black,Maize,202,38,20,DAP
44.1,93.2,15.2,Black,Tomato,122,98,192,17-17-17
28.9,39.1,71.4,Black,Barley,83,50,190,17-17-17
13.4,24.8,57.4,Loamy,Paddy,264,187,257,17-17-17
37.4,91.0,32.0,Red,Barley,84,176,48,17-17-17
44.3,69.6,75.4,Clayey,Mango,229,235,254,17-17-17
12.0,45.7,63.4,Sandy,Potato,258,12,46,10-26-26
25.7,54.4,16.2,Black,Barley,89,173,185,17-17-17
42.8,46.4,45.7,Clayey,Millets,247,263,275,17-17-17
39.5,52.9,37.4,Sandy,Tomato,93,284,153,17-17-17
35.5,85.2,25.2,Clayey,Barley,231,101,92,17-17-17
11.7,63.0,75.6,Sandy,Oil seeds,72,90,248,17-17-17
19.6,22.0,68.8,Black,Coffee,219,220,214,17-17-17
33.6,35.4,38.2,Black,Pulses,24,128,72,Urea
12.7,58.5,37.5,Clayey,Cotton,5,52,124,Urea
37.4,72.7,76.8,Red,Barley,292,23,102,10-26-26
20.0,68.0,35.1,Sandy,Paddy,115,104,236,17-17-17
15.8,73.4,24.1,Red,Mango,23,23,34,Urea
27.5,88.4,21.7,Sandy,Cotton,206,248,270,28-28
22.3,82.5,49.5,Red,Ground Nuts,74,296,102,17-17-17
22.4,62.3,30.2,Black,Coffee,6,25,48,Urea
16.9,91.0,26.4,Red,Tobacco,116,287,163,17-17-17
33.7,42.6,25.1,Red,Oil seeds,216,82,79,17-17-17
37.8,30.6,20.4,Black,Mango,180,67,163,17-17-17
42.3,81.6,38.3,Sandy,Sugarcane,21,20,65,20-20
17.6,24.1,11.4,Clayey,Barley,89,272,84,17-17-17
41.2,62.7,76.6,Sandy,Paddy,1,175,243,Urea
33.6,93.5,88.8,Loamy,Tomato,1,296,242,Urea
37.3,88.3,40.6,Red,Mango,269,11,246,10-26-26
20.9,77.2,84.9,Loamy,Ground Nuts,68,136,300,17-17-17
31.8,55.6,80.1,Sandy,Mango,113,119,142,17-17-17
37.7,71.0,34.0,Loamy,Oil seeds,171,207,230,17-17-17
42.7,93.5,79.5,Loamy,Potato,101,254,209,17-17-17
16.2,20.5,74.4,Clayey,Tobacco,91,292,51,17-17-17
12.9,77.8,60.4,Clayey,Tomato,44,233,136,Urea
15.7,42.5,18.0,Red,Mango,130,252,184,17-17-17
13.1,45.7,88.5,Red,Oil seeds,178,230,140,17-17-17
44.5,81.6,32.5,Clayey,Barley,296,63,171,17-17-17
35.5,79.0,29.5,Clayey,Banana,68,105,57,17-17-17
34.8,74.9,23.9,Sandy,Sugarcane,285,254,70,17-17-17
22.7,60.1,89.7,Loamy,Oil seeds,125,197,52,17-17-17
37.9,64.7,80.9,Sandy,Tobacco,10,84,145,Urea
31.9,22.2,61.5,Clayey,Ground Nuts,113,29,254,17-17-17
